36,e6,00,48,53,48,00,48,e4,48,48,5b,d0,48,
36,e7,00,4d,50,4d,00,4d,c1,4d,4d,60,d5,4d,
36,e8,00,46,49,46,00,46,86,46,46,59,ce,46,
36,e9,00,4b,4e,4b,00,4b,67,4b,4b,5e,d3,4b,
36,ea,00,44,47,44,00,44,44,44,44,57,cc,44,
36,eb,00,49,4c,49,00,49,49,49,49,5c,d1,49,
36,ec,00,72,75,72,00,72,72,72,72,85,fa,72,
36,ed,00,77,7a,77,00,77,77,77,77,8a,ff,77,
36,ee,00,70,73,70,00,70,70,70,70,83,f8,70,
36,ef,00,75,78,75,00,75,75,75,75,88,fd,75,
36,f0,00,6e,71,6e,00,6e,6e,6e,6e,81,f6,6e,
36,f1,00,73,76,73,00,73,73,73,73,86,fb,73,
36,f2,00,6c,6f,6c,00,6c,6c,6c,6c,7f,f4,6c,
36,f3,00,71,74,71,00,71,71,71,71,84,f9,71,
36,f4,00,7a,7d,7a,00,7a,7a,7a,7a,8d,02,7a,
36,f5,00,7f,82,7f,00,7f,7f,7f,7f,92,07,7f,
36,f6,00,78,7b,78,00,78,78,78,78,8b,00,78,
36,f7,00,7d,80,7d,00,7d,7d,7d,7d,90,05,7d,
36,f8,00,76,79,76,00,76,76,76,76,89,fe,76,
36,f9,00,7b,7e,7b,00,7b,7b,7b,7b,8e,03,7b,
36,fa,00,74,77,74,00,74,74,74,74,87,fc,74,
36,fb,00,79,7c,79,00,79,79,79,79,8c,01,79,
36,fc,00,22,25,22,00,22,22,22,22,35,aa,22,
36,fd,00,27,2a,27,00,27,27,27,27,3a,af,27,
36,fe,00,20,20,20,00,20,20,20,20,33,a8,20,
36,ff,00,25,25,25,00,25,25,25,25,38,ad,25,
36,00,00,5e,5e,5e,00,5e,5e,5e,5e,71,e6,5e,
36,01,00,23,23,23,00,23,23,23,23,36,ab,23,
36,02,00,5c,5c,5c,00,5c,5c,5c,5c,6f,e4,5c,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
01,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
26,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
36,ab,00,00,00,00,00,00,00,00,00,00,00,00,
23,ab,00,00,00,00,00,00,00,00,00,00,00,00,
af,ab,00,00,00,00,00,00,00,00,00,00,00,00,
36,02,00,5c,5c,5c,00,5c,5c,5c,5c,6f,e4,5c,
36,03,00,21,21,21,00,21,21,21,21,34,a9,21,
36,04,00,2a,2a,2a,00,2a,2a,2a,2a,3d,b2,2a,
36,05,00,2f,2f,2f,00,2f,2f,2f,2f,42,b7,2f,
36,06,00,28,28,28,00,28,28,28,28,3b,b0,28,
36,07,00,2d,2d,2d,00,2d,2d,2d,2d,40,b5,2d,
36,08,00,26,26,26,00,26,26,26,26,39,ae,26,
36,09,00,2b,2b,2b,00,2b,2b,2b,2b,3e,b3,2b,
36,0a,00,24,24,24,00,24,24,24,24,37,ac,24,
36,0b,00,29,29,29,00,29,29,29,29,3c,b1,29,
36,0c,00,52,52,52,00,52,52,52,52,65,da,52,
36,0d,00,57,57,57,00,57,57,57,57,6a,df,57,
36,0e,00,50,50,50,00,50,50,50,50,63,d8,50,
36,0f,00,55,55,55,00,55,55,55,55,68,dd,55,
36,10,00,4e,4e,4e,00,4e,4e,4e,4e,61,d6,4e,
36,11,00,53,53,53,00,53,53,53,53,66,db,53,
36,12,00,4c,4c,4c,00,4c,4c,4c,4c,5f,d4,4c,
36,13,00,51,51,51,00,51,51,51,51,64,d9,51,
36,14,00,5a,5a,5a,00,5a,5a,5a,5a,6d,e2,5a,
36,15,00,5f,5f,5f,00,5f,5f,5f,5f,72,e7,5f,
36,16,00,58,58,58,00,58,58,58,58,6b,e0,58,
36,17,00,5d,5d,5d,00,5d,5d,5d,5d,70,e5,5d,
36,18,00,56,56,56,00,56,56,56,56,69,de,56,
36,19,00,5b,5b,5b,00,5b,5b,5b,5b,6e,e3,5b,
36,1a,00,54,54,54,00,54,54,54,54,67,dc,54,
36,1b,00,59,59,59,00,59,59,59,59,6c,e1,59,
36,1c,00,02,02,02,00,02,02,02,02,15,8a,02,
36,1d,00,07,07,07,00,07,07,07,07,1a,8f,07,
36,1e,00,00,00,00,00,00,00,00,00,13,88,00,
36,1f,00,05,05,05,00,05,05,05,05,18,8d,05,
36,20,00,3e,3e,3e,00,3e,3e,3e,3e,51,c6,3e,
36,21,00,03,03,03,00,03,03,03,03,16,8b,03,
36,22,00,3c,3c,3c,00,3c,3c,3c,3c,4f,c4,3c,
36,23,00,01,01,01,00,01,01,01,01,14,89,01,
36,24,00,0a,0a,0a,00,0a,0a,0a,0a,1d,92,0a,
36,25,00,0f,0f,0f,00,0f,0f,0f,0f,22,97,0f,
36,26,00,08,08,08,00,08,08,08,08,1b,90,08,
36,27,00,0d,0d,0d,00,0d,0d,0d,0d,20,95,0d,
36,28,00,06,06,06,00,06,06,06,06,19,8e,06,
36,29,00,0b,0b,0b,00,0b,0b,0b,0b,1e,93,0b,
36,2a,00,04,04,04,00,04,04,04,04,17,8c,04,
36,2b,00,09,09,09,00,09,0d,09,13,1c,91,09,
36,2c,00,32,32,32,00,32,4a,32,3c,45,ba,32,
36,2d,00,37,37,37,00,37,4f,37,41,4a,bf,37,
36,2e,00,30,30,30,00,30,44,30,3a,43,b8,30,
36,2f,00,35,35,35,00,35,4d,35,3f,48,bd,35,
36,30,00,2e,2e,2e,00,2e,62,2e,38,41,b6,2e,
36,31,00,33,33,33,00,33,73,33,3d,46,bb,33,
36,32,00,2c,2c,2c,00,2c,78,2c,36,3f,b4,2c,
36,33,00,31,31,31,00,31,81,31,3b,44,b9,31,
36,34,00,3a,3a,3a,00,3a,92,3a,44,4d,c2,3a,
36,35,00,3f,3f,3f,00,3f,9b,3f,49,52,c7,3f,
36,36,00,38,38,38,00,38,94,38,42,4b,c0,38,
36,37,00,3d,3d,3d,00,3d,99,3d,47,50,c5,3d,
36,38,00,36,36,36,00,36,92,36,40,49,be,36,
36,39,00,3b,3b,3b,00,3b,97,3b,45,4e,c3,3b,
36,3a,00,34,34,34,00,34,90,34,3e,47,bc,34,
36,3b,00,39,39,39,00,39,91,39,43,4c,c1,39,
36,3c,00,62,62,62,00,62,be,62,6c,75,ea,62,
36,3d,00,67,67,67,00,67,cf,67,71,7a,ef,67,
36,3e,00,60,60,60,00,60,d0,60,6a,73,e8,60,
36,3f,00,65,65,65,00,65,d5,65,6f,78,ed,65,
36,40,00,1e,1e,1e,00,1e,92,1e,28,31,a6,1e,
36,41,00,63,63,63,00,63,d3,63,6d,76,eb,63,
36,42,00,1c,1c,1c,00,1c,90,1c,26,2f,a4,1c,
36,43,00,61,61,61,00,61,d5,61,6b,74,e9,61,
36,44,00,6a,6a,6a,00,6a,de,6a,74,7d,f2,6a,
36,45,00,6f,6f,6f,00,6f,e3,6f,79,82,f7,6f,
36,46,00,68,68,68,00,68,d0,68,72,7b,f0,68,
36,47,00,6d,6d,6d,00,6d,bd,6d,6d,80,f5,6d,
36,48,00,66,66,66,00,66,8e,66,66,79,ee,66,
36,49,00,6b,6b,6b,00,6b,6b,6b,6b,7e,f3,6b,
36,4a,00,64,64,64,00,64,64,64,64,77,ec,64,
36,4b,00,69,69,69,00,69,69,69,69,7c,f1,69,
36,4c,00,12,12,12,00,12,12,12,12,25,9a,12,
36,4d,00,17,17,17,00,17,17,17,17,2a,9f,17,
36,4e,00,10,10,10,00,10,28,10,1a,23,98,10,
36,4f,00,15,15,15,00,15,49,15,1f,28,9d,15,
36,50,00,0e,0e,0e,00,0e,52,0e,18,21,96,0e,
36,51,00,13,13,13,00,13,5f,13,1d,26,9b,13,
36,52,00,0c,0c,0c,00,0c,60,0c,16,1f,94,0c,
36,53,00,11,11,11,00,11,7d,11,1b,24,99,11,
36,54,00,1a,1a,1a,00,1a,9a,1a,24,2d,a2,1a,
36,55,00,1f,1f,1f,00,1f,ab,1f,29,32,a7,1f,
36,56,00,18,18,18,00,18,a8,18,22,2b,a0,18,
36,57,00,1d,1d,1d,00,1d,b1,1d,27,30,a5,1d,
36,58,00,16,16,16,00,16,ba,16,20,29,9e,16,
36,59,00,1b,1b,1b,00,1b,cf,1b,25,2e,a3,1b,
36,5a,00,14,14,14,00,14,dc,14,1e,27,9c,14,
36,5b,00,19,19,19,00,19,f9,19,23,2c,a1,19,
36,5c,00,42,42,42,00,42,26,42,4c,55,ca,42,
36,5d,00,47,47,47,00,47,2f,47,51,5a,cf,47,
36,5e,00,40,48,40,00,40,14,40,40,53,c8,40,
36,5f,00,45,4d,45,00,45,e9,45,45,58,cd,45,
36,60,00,7e,7e,7e,00,7e,ea,7e,7e,91,06,7e,
36,61,00,43,43,43,00,43,87,43,43,56,cb,43,
36,62,00,7c,7c,7c,00,7c,90,7c,7c,8f,04,7c,
36,63,00,41,41,41,00,41,41,41,41,54,c9,41,
36,64,00,4a,4a,4a,00,4a,4a,4a,4a,5d,d2,4a,
36,65,00,4f,4f,4f,00,4f,4f,4f,4f,62,d7,4f,
36,66,00,48,48,48,00,48,48,48,48,5b,d0,48,
36,67,00,4d,4d,4d,00,4d,4d,4d,4d,60,d5,4d,
36,68,00,46,46,46,00,46,46,46,46,59,ce,46,
36,69,00,4b,4b,4b,00,4b,63,4b,55,5e,d3,4b,
36,6a,00,44,44,44,00,44,a0,44,4e,57,cc,44,
36,6b,00,49,49,49,00,49,bd,49,53,5c,d1,49,
36,6c,00,72,72,72,00,72,02,72,7c,85,fa,72,
36,6d,00,77,77,77,00,77,0f,77,81,8a,ff,77,
36,6e,00,70,70,70,00,70,10,70,7a,83,f8,70,
36,6f,00,75,75,75,00,75,21,75,7f,88,fd,75,
36,70,00,6e,6e,6e,00,6e,1a,6e,78,81,f6,6e,
36,71,00,73,73,73,00,73,23,73,7d,86,fb,73,
36,72,00,6c,6c,6c,00,6c,18,6c,6c,7f,f4,6c,
36,73,00,71,79,71,00,71,f1,71,71,84,f9,71,
36,74,00,7a,7a,7a,00,7a,c6,7a,7a,8d,02,7a,
36,75,00,7f,7f,7f,00,7f,ab,7f,7f,92,07,7f,
36,76,00,78,78,78,00,78,80,78,78,8b,00,78,
36,77,00,7d,7d,7d,00,7d,7d,7d,7d,90,05,7d,
36,78,00,76,76,76,00,76,76,76,76,89,fe,76,
00,78,00,76,76,76,00,76,76,76,76,89,fe,76,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
01,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
26,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
23,00,00,00,00,00,00,00,00,00,00,00,00,00,
36,ab,00,00,00,00,00,00,00,00,00,00,00,00,
23,ab,00,00,00,00,00,00,00,00,00,00,00,00,
af,ab,00,00,00,00,00,00,00,00,00,00,00,00,
36,02,00,5c,5c,5c,00,5c,5c,5c,5c,6f,e4,5c,
36,03,00,21,21,21,00,21,21,21,21,34,a9,21,
36,04,00,2a,2a,2a,00,2a,2a,2a,2a,3d,b2,2a,
36,05,00,2f,2f,2f,00,2f,2f,2f,2f,42,b7,2f,
36,06,00,28,28,28,00,28,28,28,28,3b,b0,28,
36,07,00,2d,2d,2d,00,2d,2d,2d,2d,40,b5,2d,
36,08,00,26,26,26,00,26,26,26,26,39,ae,26,
36,09,00,2b,2b,2b,00,2b,2b,2b,2b,3e,b3,2b,
36,0a,00,24,24,24,00,24,24,24,24,37,ac,24,
36,0b,00,29,29,29,00,29,29,29,29,3c,b1,29,
36,0c,00,52,52,52,00,52,52,52,52,65,da,52,
36,0d,00,57,57,57,00,57,57,57,57,6a,df,57,
36,0e,00,50,50,50,00,50,50,50,50,63,d8,50,
36,0f,00,55,55,55,00,55,55,55,55,68,dd,55,
36,10,00,4e,4e,4e,00,4e,4e,4e,4e,61,d6,4e,
36,11,00,53,53,53,00,53,5b,53,5d,66,db,53,
36,12,00,4c,4c,4c,00,4c,60,4c,56,5f,d4,4c,
36,13,00,51,51,51,00,51,75,51,5b,64,d9,51,
36,14,00,5a,5a,5a,00,5a,7e,5a,64,6d,e2,5a,
36,15,00,5f,5f,5f,00,5f,87,5f,69,72,e7,5f,
36,16,00,58,58,58,00,58,80,58,62,6b,e0,58,
36,17,00,5d,5d,5d,00,5d,a5,5d,67,70,e5,5d,
36,18,00,56,56,56,00,56,b6,56,60,69,de,56,
36,19,00,5b,5b,5b,00,5b,cb,5b,65,6e,e3,5b,
36,1a,00,54,54,54,00,54,d0,54,5e,67,dc,54,
36,1b,00,59,59,59,00,59,d9,59,63,6c,e1,59,
36,1c,00,02,02,02,00,02,82,02,0c,15,8a,02,
36,1d,00,07,07,07,00,07,87,07,11,1a,8f,07,
36,1e,00,00,00,00,00,00,84,00,0a,13,88,00,
36,1f,00,05,05,05,00,05,89,05,0f,18,8d,05,
36,20,00,3e,3e,3e,00,3e,be,3e,48,51,c6,3e,
36,21,00,03,03,03,00,03,83,03,0d,16,8b,03,
36,22,00,3c,3c,3c,00,3c,bc,3c,46,4f,c4,3c,
36,23,00,01,01,01,00,01,85,01,0b,14,89,01,
36,24,00,0a,0a,0a,00,0a,8e,0a,14,1d,92,0a,
36,25,00,0f,0f,0f,00,0f,93,0f,19,22,97,0f,
36,26,00,08,08,08,00,08,8c,08,12,1b,90,08,
36,27,00,0d,0d,0d,00,0d,b9,0d,17,20,95,0d,
36,28,00,06,06,06,00,06,e2,06,10,19,8e,06,
36,29,00,0b,0b,0b,00,0b,fb,0b,15,1e,93,0b,
36,2a,00,04,04,04,00,04,fc,04,0e,17,8c,04,
36,2b,00,09,09,09,00,0a,09,09,13,1c,91,09,
36,2c,00,32,32,32,00,33,36,32,3c,45,ba,32,
36,2d,00,37,37,37,00,38,3b,37,41,4a,bf,37,
36,2e,00,30,30,30,00,31,3c,30,3a,43,b8,30,
36,2f,00,35,35,35,00,36,41,35,3f,48,bd,35,
36,30,00,2e,2e,2e,00,2f,3a,2e,38,41,b6,2e,
36,31,00,33,33,33,00,34,3f,33,3d,46,bb,33,
36,32,00,2c,2c,2c,00,2d,38,2c,36,3f,b4,2c,
36,33,00,31,31,31,00,32,41,31,3b,44,b9,31,
36,34,00,3a,3a,3a,00,3b,4a,3a,44,4d,c2,3a,
36,35,00,3f,3f,3f,00,40,4f,3f,49,52,c7,3f,
36,36,00,38,38,38,00,39,48,38,42,4b,c0,38,
36,37,00,3d,3d,3d,00,3e,49,3d,47,50,c5,3d,
36,38,00,36,36,36,00,37,46,36,40,49,be,36,
36,39,00,3b,3b,3b,00,3c,47,3b,45,4e,c3,3b,
36,3a,00,34,34,34,00,35,44,34,3e,47,bc,34,
36,3b,00,39,39,39,00,3a,61,39,43,4c,c1,39,
36,3c,00,62,62,62,00,63,ba,62,6c,75,ea,62,
36,3d,00,67,67,67,00,68,db,67,71,7a,ef,67,
36,3e,00,60,60,60,00,61,e8,60,6a,73,e8,60,
36,3f,00,65,65,65,00,66,f9,65,6f,78,ed,65,
36,40,00,1e,1e,1e,00,1f,b6,1e,28,31,a6,1e,
36,41,00,63,63,63,00,64,03,63,6d,76,eb,63,
36,42,00,1c,1c,1c,00,1d,c0,1c,26,2f,a4,1c,
36,43,00,61,61,61,00,62,05,61,6b,74,e9,61,
36,44,00,6a,6a,6a,00,6b,0e,6a,74,7d,f2,6a,
36,45,00,6f,6f,6f,00,70,13,6f,79,82,f7,6f,
36,46,00,68,68,68,00,69,10,68,72,7b,f0,68,
36,47,00,6d,6d,6d,00,6e,11,6d,77,80,f5,6d,
36,48,00,66,66,66,00,67,0e,66,70,79,ee,66,
36,49,00,6b,6b,6b,00,6c,13,6b,75,7e,f3,6b,
36,4a,00,64,64,64,00,65,10,64,6e,77,ec,64,
36,4b,00,69,69,69,00,6a,15,69,73,7c,f1,69,
36,4c,00,12,12,12,00,13,be,12,1c,25,9a,12,
36,4d,00,17,17,17,00,18,c3,17,21,2a,9f,17,
36,4e,00,10,10,10,00,11,bc,10,1a,23,98,10,
36,4f,00,15,15,15,00,16,c1,15,1f,28,9d,15,
36,50,00,0e,0e,0e,00,0f,ba,0e,18,21,96,0e,
36,51,00,13,13,13,00,14,c3,13,1d,26,9b,13,
36,52,00,0c,0c,0c,00,0d,bc,0c,16,1f,94,0c,
36,53,00,11,11,11,00,12,c1,11,1b,24,99,11,
36,54,00,1a,1a,1a,00,1b,ce,1a,24,2d,a2,1a,
36,55,00,1f,1f,1f,00,20,c7,1f,29,32,a7,1f,
36,56,00,18,18,18,00,19,b4,18,22,2b,a0,18,
36,57,00,1d,1d,1d,00,1e,b1,1d,27,30,a5,1d,
36,58,00,16,16,16,00,17,aa,16,20,29,9e,16,
36,59,00,1b,1b,1b,00,1c,a7,1b,25,2e,a3,1b,
36,5a,00,14,14,14,00,15,9c,14,1e,27,9c,14,
36,5b,00,19,19,19,00,1a,a1,19,23,2c,a1,19,
36,5c,00,42,42,42,00,43,ca,42,4c,55,ca,42,
36,5d,00,47,47,47,00,48,cb,47,51,5a,cf,47,
36,5e,00,40,40,40,00,41,c0,40,4a,53,c8,40,
36,5f,00,45,45,45,00,46,c5,45,4f,58,cd,45,
36,60,00,7e,7e,7e,00,7f,06,7e,88,91,06,7e,
36,61,00,43,43,43,00,44,e3,43,4d,56,cb,43,
36,62,00,7c,7c,7c,00,7d,30,7c,86,8f,04,7c,
36,63,00,41,41,41,00,42,01,41,4b,54,c9,41,
36,64,00,4a,4a,4a,00,4b,12,4a,54,5d,d2,4a,
36,65,00,4f,4f,4f,00,50,1f,4f,59,62,d7,4f,
36,66,00,48,48,48,00,49,18,48,52,5b,d0,48,
36,67,00,4d,4d,4d,00,4e,1d,4d,57,60,d5,4d,
36,68,00,46,46,46,00,47,1a,46,50,59,ce,46,
36,69,00,4b,4b,4b,00,4c,23,4b,55,5e,d3,4b,
36,6a,00,44,44,44,00,45,1c,44,4e,57,cc,44,
36,6b,00,49,49,49,00,4a,25,49,53,5c,d1,49,
36,6c,00,72,72,72,00,73,4e,72,7c,85,fa,72,
36,6d,00,77,77,77,00,78,53,77,81,8a,ff,77,
36,6e,00,70,70,70,00,71,4c,70,7a,83,f8,70,
36,6f,00,75,75,75,00,76,55,75,7f,88,fd,75,
36,70,00,6e,6e,6e,00,6f,4e,6e,78,81,f6,6e,
36,71,00,73,73,73,00,74,4f,73,7d,86,fb,73,
36,72,00,6c,6c,6c,00,6d,48,6c,76,7f,f4,6c,
36,73,00,71,71,71,00,72,51,71,7b,84,f9,71,
36,74,00,7a,7a,7a,00,7b,4e,7a,84,8d,02,7a,
36,75,00,7f,7f,7f,00,80,2b,7f,7f,92,07,7f,
36,76,00,78,80,78,00,79,d4,78,78,8b,00,78,
36,77,00,7d,88,7d,00,7e,a5,7d,7d,90,05,7d,
36,78,00,76,81,76,00,76,66,76,76,89,fe,76,
36,79,00,7b,86,7b,00,7b,2b,7b,7b,8e,03,7b,
36,7a,00,74,7f,74,00,74,f8,74,74,87,fc,74,
36,7b,00,79,7c,79,00,79,29,79,83,8c,01,79,
36,7c,00,22,25,22,00,22,da,22,2c,35,aa,22,
36,7d,00,27,2a,27,00,27,eb,27,31,3a,af,27,
36,7e,00,20,23,20,00,20,0c,20,2a,33,a8,20,
36,7f,00,25,28,25,00,26,2d,25,2f,38,ad,25,
36,80,00,5e,61,5e,00,5f,72,5e,68,71,e6,5e,
36,81,00,23,2e,23,00,24,2b,23,23,36,ab,23,
36,82,00,5c,67,5c,00,5c,30,5c,5c,6f,e4,5c,
36,83,00,21,2c,21,00,21,b9,21,21,34,a9,21,
36,84,00,2a,2d,2a,00,2a,92,2a,2a,3d,b2,2a,
36,85,00,2f,32,2f,00,2f,73,2f,2f,42,b7,2f,
36,86,00,28,2b,28,00,28,3c,28,28,3b,b0,28,
36,87,00,2d,30,2d,00,2d,2d,2d,2d,40,b5,2d,
36,88,00,26,29,26,00,26,26,26,26,39,ae,26,
36,89,00,2b,2e,2b,00,2b,2b,2b,2b,3e,b3,2b,
36,8a,00,24,27,24,00,24,24,24,24,37,ac,24,
36,8b,00,29,2c,29,00,29,29,29,29,3c,b1,29,
36,8c,00,52,55,52,00,52,52,52,52,65,da,52,
36,8d,00,57,5a,57,00,57,5f,57,61,6a,df,57,
36,8e,00,50,53,50,00,50,70,50,5a,63,d8,50,
36,8f,00,55,58,55,00,55,75,55,5f,68,dd,55,
36,90,00,4e,51,4e,00,4e,6e,4e,58,61,d6,4e,
36,91,00,53,56,53,00,53,73,53,5d,66,db,53,
36,92,00,4c,4f,4c,00,4c,6c,4c,56,5f,d4,4c,
36,93,00,51,54,51,00,51,71,51,5b,64,d9,51,
36,94,00,5a,5d,5a,00,5a,7a,5a,64,6d,e2,5a,
36,95,00,5f,62,5f,00,5f,7f,5f,69,72,e7,5f,
36,96,00,58,5b,58,00,58,78,58,62,6b,e0,58,
36,97,00,5d,60,5d,00,5d,7d,5d,67,70,e5,5d,
36,98,00,56,59,56,00,56,76,56,60,69,de,56,
36,99,00,5b,5e,5b,00,5b,7b,5b,65,6e,e3,5b,
36,9a,00,54,57,54,00,54,68,54,54,67,dc,54,
36,9b,00,59,5c,59,00,59,59,59,59,6c,e1,59,
36,9c,00,02,02,02,00,02,02,02,02,15,8a,02,
36,9d,00,07,07,07,00,07,07,07,07,1a,8f,07,
36,9e,00,00,00,00,00,00,00,00,00,13,88,00,
36,9f,00,05,05,05,00,05,05,05,0f,18,8d,05,
36,a0,00,3e,3e,3e,00,3e,3e,3e,48,51,c6,3e,
36,a1,00,03,03,03,00,03,07,03,0d,16,8b,03,
36,a2,00,3c,3c,3c,00,3c,3c,3c,46,4f,c4,3c,
36,a3,00,01,01,01,00,01,0d,01,0b,14,89,01,
36,a4,00,0a,0a,0a,00,0a,0a,0a,14,1d,92,0a,
36,a5,00,0f,0f,0f,00,0f,1b,0f,19,22,97,0f,
36,a6,00,08,08,08,00,08,18,08,12,1b,90,08,
36,a7,00,0d,0d,0d,00,0d,1d,0d,17,20,95,0d,
36,a8,00,06,06,06,00,06,12,06,10,19,8e,06,
36,a9,00,0b,0b,0b,00,0b,1b,0b,15,1e,93,0b,
36,aa,00,04,04,04,00,04,14,04,0e,17,8c,04,
36,ab,00,09,09,09,00,09,19,09,13,1c,91,09,
36,ac,00,32,32,32,00,32,42,32,3c,45,ba,32,
36,ad,00,37,37,37,00,37,4b,37,41,4a,bf,37,
36,ae,00,30,30,30,00,30,3c,30,3a,43,b8,30,
36,af,00,35,35,35,00,35,35,35,3f,48,bd,35,
36,b0,00,2e,2e,2e,00,2e,2e,2e,38,41,b6,2e,
36,b1,00,33,33,33,00,33,3b,33,3d,46,bb,33,
36,b2,00,2c,2c,2c,00,2c,30,2c,36,3f,b4,2c,
36,b3,00,31,31,31,00,31,35,31,3b,44,b9,31,
36,b4,00,3a,3a,3a,00,3a,46,3a,44,4d,c2,3a,
36,b5,00,3f,3f,3f,00,3f,3f,3f,49,52,c7,3f,
36,b6,00,38,38,38,00,38,3c,38,42,4b,c0,38,
36,b7,00,3d,3d,3d,00,3d,45,3d,47,50,c5,3d,
36,b8,00,36,36,36,00,36,42,36,40,49,be,36,
36,b9,00,3b,3b,3b,00,3b,3f,3b,45,4e,c3,3b,
36,ba,00,34,34,34,00,34,3c,34,3e,47,bc,34,
36,bb,00,39,39,39,00,39,41,39,43,4c,c1,39,
36,bc,00,62,62,62,00,62,66,62,6c,75,ea,62,
36,bd,00,67,67,67,00,67,6b,67,71,7a,ef,67,
36,be,00,60,60,60,00,60,68,60,6a,73,e8,60,
36,bf,00,65,65,65,00,65,69,65,6f,78,ed,65,
36,c0,00,1e,1e,1e,00,1e,22,1e,28,31,a6,1e,
36,c1,00,63,63,63,00,63,6b,63,6d,76,eb,63,
36,c2,00,1c,1c,1c,00,1c,24,1c,26,2f,a4,1c,
36,c3,00,61,61,61,00,61,61,61,6b,74,e9,61,
36,c4,00,6a,6a,6a,00,6a,6e,6a,74,7d,f2,6a,
36,c5,00,6f,6f,6f,00,6f,73,6f,79,82,f7,6f,
36,c6,00,68,68,68,00,68,70,68,72,7b,f0,68,
36,c7,00,6d,6d,6d,00,6d,79,6d,77,80,f5,6d,
36,c8,00,66,66,66,00,66,6e,66,70,79,ee,66,
36,c9,00,6b,6b,6b,00,6b,83,6b,75,7e,f3,6b,
36,ca,00,64,64,64,00,64,7c,64,6e,77,ec,64,
36,cb,00,69,69,69,00,69,71,69,73,7c,f1,69,
36,cc,00,12,12,12,00,12,2a,12,1c,25,9a,12,
36,cd,00,17,17,17,00,17,1f,17,21,2a,9f,17,
36,ce,00,10,10,10,00,10,18,10,1a,23,98,10,
36,cf,00,15,15,15,00,15,21,15,1f,28,9d,15,
36,d0,00,0e,0e,0e,00,0e,12,0e,18,21,96,0e,
36,d1,00,13,13,13,00,13,17,13,1d,26,9b,13,
36,d2,00,0c,0c,0c,00,0c,14,0c,16,1f,94,0c,
36,d3,00,11,11,11,00,11,19,11,1b,24,99,11,
36,d4,00,1a,1a,1a,00,1a,1e,1a,24,2d,a2,1a,
36,d5,00,1f,1f,1f,00,1f,23,1f,29,32,a7,1f,
36,d6,00,18,18,18,00,18,1c,18,22,2b,a0,18,
36,d7,00,1d,1d,1d,00,1d,25,1d,27,30,a5,1d,
36,d8,00,16,16,16,00,16,1a,16,20,29,9e,16,
36,d9,00,1b,1b,1b,00,1b,1b,1b,1b,2e,a3,1b,
36,da,00,14,14,14,00,14,14,14,14,27,9c,14,
36,db,00,19,1c,19,00,19,19,19,19,2c,a1,19,
36,dc,00,42,45,42,00,42,42,42,42,55,ca,42,
36,dd,00,47,4a,47,00,47,4b,47,51,5a,cf,47,
36,de,00,40,43,40,00,40,1c,40,4a,53,c8,40,
36,df,00,45,48,45,00,45,19,45,4f,58,cd,45,
36,e0,00,7e,81,7e,00,7f,92,7e,88,91,06,7e,
36,e1,00,43,46,43,00,44,83,43,4d,56,cb,43,
36,e2,00,7c,7f,7c,00,7d,00,7c,86,8f,04,7c,
36,e3,00,41,44,41,00,42,19,41,4b,54,c9,41,
36,e4,00,4a,4d,4a,00,4c,56,4a,54,5d,d2,4a,
36,e5,00,4f,52,4f,00,51,7f,4f,59,62,d7,4f,
36,e6,00,48,4b,48,00,4a,a8,48,52,5b,d0,48,
36,e7,00,4d,50,4d,00,4f,c1,4d,57,60,d5,4d,
36,e8,00,46,49,46,00,48,c6,46,50,59,ce,46,
36,e9,00,4b,4e,4b,00,4d,df,4b,55,5e,d3,4b,
36,ea,00,44,47,44,00,46,ec,44,4e,57,cc,44,
36,eb,00,49,4c,49,00,4b,09,49,53,5c,d1,49,
36,ec,00,72,75,72,00,74,42,72,7c,85,fa,72,
36,ed,00,77,7a,77,00,79,53,77,81,8a,ff,77,
36,ee,00,70,73,70,00,72,48,70,7a,83,f8,70,
